HIV1	HIV2	HIV3	HIV4	Cont1	Cont2	Cont3	Cont4
135.15778	79.86946	104.1805	112.72731	138.07906	79.14906	144.93858	137.86494
39.42492	5.12503	24.88287	52.04851	43.86189	110.21989	34.33963	17.65845
218.24832	425.8348	107.14541	428.8623	259.13797	530.9446	187.73642	798.20654
66.278	108.10936	100.95709	135.08008	88.0667	133.7895	69.89802	223.34097
42.42517	42.12947	90.3716	56.91815	36.95543	46.56895	41.42578	60.29488
34.02773	40.27101	77.1257	127.28648	40.68576	46.935	54.82687	76.90676
245.73303	211.71036	187.12077	237.56079	300.48636	215.27289	188.93585	236.53767
199.79707	186.15477	155.1619	241.3383	296.0362	226.60966	170.90108	346.1486
201.47879	169.45628	149.55003	184.19789	256.9709	188.2087	171.23058	222.20987
55.13305	48.76311	46.91261	72.2169	98.00161	73.52268	48.15777	90.563
63.97108	68.88793	55.10936	87.60379	125.21022	104.0163	46.41985	90.10406
77.3791	48.26894	46.07598	90.00414	124.55615	77.35628	55.60014	95.17836
8.16326	21.25232	9.9999	19.33291	13.82565	9.88081	8.6131	15.79777
668.94745	514.54944	344.8805	769.33295	837.65204	619.5739	506.64783	1015.5815
104.06785	74.74869	75.57186	91.8868	167.27667	99.70509	88.22741	120.84931
297.12024	215.70479	209.53125	247.9031	318.52042	260.66208	246.64333	280.36984
289.1005	164.76639	193.4332	254.05717	338.00613	198.57872	252.90433	369.66312
172.54172	77.12551	113.71665	126.97119	207.78462	90.58234	151.57487	201.40433
367.51022	209.67215	244.95134	309.50974	401.99677	243.05833	350.3458	438.53232
755.19073	398.3127	447.31863	661.3327	889.3159	521.79456	660.8587	896.5085
450.81958	271.419	300.7207	401.82382	475.7159	293.966	416.12854	537.80273
110.13178	56.03985	102.54846	129.82043	162.56444	79.97735	86.51575	139.47697
397.9877	214.75317	241.20819	321.18158	448.37375	258.05862	336.55328	433.5215
1205.0962	621.0797	668.9857	877.4551	1356.1959	677.9782	1125.5192	1490.8617
208.48802	130.67487	153.08864	189.19987	293.8699	139.56755	178.64261	210.77557
49.03738	44.44173	45.90447	58.76424	88.25129	39.07982	48.05338	70.3612
96.90404	74.1127	61.0523	75.47593	156.73384	85.07281	72.47363	75.21755
131.36081	60.82999	86.69167	109.83231	203.04771	74.89283	111.08994	127.28684
181.95001	76.45405	124.06905	121.94812	203.8456	76.03865	121.23712	119.8175
3224.4656	2297.1467	2060.0884	2457.6028	3656.0632	2548.3276	2903.347	3275.995
343.56018	157.40184	220.69609	264.12195	351.44748	161.28636	298.00366	370.93848
1071.9966	500.5137	633.00824	698.4866	1357.9423	623.69745	1267.2928	1347.3562
34.94091	9.63861	63.36992	59.97512	57.1188	28.77415	63.85411	69.48396
122.0155	62.91298	86.44792	105.19738	182.28833	105.06709	144.09737	173.29709
697.91486	553.3427	613.1053	650.63116	979.52576	756.6761	706.15765	784.7347
74.75723	43.50143	56.34166	92.40653	112.73637	85.32777	56.30107	72.7536
164.05742	116.52496	139.90836	144.13568	201.6649	142.46373	143.24765	160.8968
48.9453	33.95377	53.39718	58.7374	67.78799	61.1784	46.89992	42.63237
67.65495	31.82826	79.7981	89.9604	88.94727	47.92635	32.07625	71.65918
1383.8038	561.9076	845.3508	829.43164	1443.673	743.41956	1684.9254	1452.1763
2268.6675	933.059	1838.6357	1352.0797	2528.5938	1204.9229	3263.1367	2266.9736
67.01025	30.99639	105.19034	94.63239	96.51037	56.37275	106.6514	70.42324
120.1625	124.20511	105.20438	126.69742	133.61557	159.87927	105.47684	133.9733
569.5258	574.65063	311.6031	498.65097	532.2932	623.94324	451.53348	788.01825
49.86737	50.41042	90.66601	93.383	85.78331	56.17076	42.00843	79.07576
83.95694	75.42873	151.62933	130.41762	92.67464	92.13319	79.37912	84.51632
122.23193	100.25859	106.88437	148.81473	131.73148	132.07132	103.7777	210.40118
285.40414	221.78233	199.84943	242.00832	352.3726	290.8471	219.42857	260.49792
256.55392	210.82405	147.32204	305.4099	341.33878	244.75587	170.96732	350.00818
111.37467	85.14651	95.19389	139.66211	133.12518	98.72691	69.13992	158.79765
402.73608	289.223	241.84479	324.87262	448.0191	342.3732	366.14365	405.6109
89.14018	54.95818	44.75883	98.55375	149.85846	82.63375	56.66154	94.63274
104.99731	72.82015	60.7668	86.10674	116.72041	81.29659	73.81133	68.54127
171.68805	103.01464	91.06345	137.4851	212.82718	121.03596	105.59789	149.09315
386.1835	267.77628	198.11131	345.35065	454.31906	303.94037	310.7635	536.1266
97.94843	52.26746	80.73533	179.6787	168.36353	81.67104	74.77132	140.1172
478.463	332.03012	285.7612	418.01846	549.59076	367.08743	413.17465	646.08215
131.29454	55.04856	94.42798	129.71074	174.86063	71.3604	118.45522	161.48856
404.8397	239.66772	259.48166	344.5188	445.33594	273.4945	338.3313	431.46255
172.51805	91.72238	143.39111	153.45697	202.83698	115.95094	146.20122	178.1843
401.1625	281.97186	283.01984	342.86252	442.01315	332.15637	395.82767	460.59192
300.64792	196.15324	205.95013	261.04428	343.28687	202.732	273.8076	365.3726
81.02592	33.20832	78.23678	90.72775	91.76028	44.69363	70.37857	101.98104
378.05704	213.95203	266.30685	327.93054	439.4747	219.88351	346.42474	448.79172
127.34193	84.41343	87.50166	116.47974	192.92378	88.91315	91.17352	135.9878
189.3553	112.99499	150.22523	157.60909	306.292	138.24321	130.585	178.43544
513.49286	217.01791	269.07727	312.13635	537.3354	229.87138	423.10315	480.04236
289.55463	163.37857	200.63318	239.91159	387.20712	196.23672	264.26715	292.657
290.0025	190.5332	188.9787	229.4891	371.88443	225.00089	275.16037	312.61282
1026.55	668.16266	703.253	811.7795	1019.69684	643.9731	862.3482	961.39844
188.6929	92.04221	116.4934	169.72156	226.8685	113.36428	168.97615	221.6585
348.3416	155.78392	210.20212	251.30507	358.48605	168.12016	331.28708	367.73413
81.24314	27.86715	71.1532	131.88907	98.12104	44.36144	80.66376	116.59529
1118.3271	529.54736	766.0941	775.8424	952.6772	464.16306	936.47833	951.2632
130.35648	38.29881	100.8189	102.52933	225.26889	59.01771	113.25402	109.84863
1660.9413	781.5004	1260.042	1177.8225	1645.5378	746.3912	1643.6897	1469.7227
220.99951	153.03555	184.48521	204.53047	325.30478	209.25685	240.88803	272.55038
649.0342	391.90552	476.30115	463.3739	496.0602	379.4825	528.83746	509.29156
117.97934	69.37052	103.63306	123.55347	116.22248	80.69221	107.0834	140.06392
125.22404	44.47099	67.70353	133.42294	131.0118	57.84146	73.56753	115.58161
30.28345	9.79067	54.53363	54.57184	51.14179	19.55893	54.53586	39.35124
277.3374	112.92648	300.00214	255.22684	285.93152	146.1728	381.71414	291.22574
7.05983	3.1199	8.64982	16.46265	7.85003	4.63396	6.3006	10.4666
191.42804	284.8906	101.78423	345.16397	205.16399	324.0069	147.72421	496.0486
84.79852	98.96072	80.28519	115.02717	95.32697	112.74194	61.23965	99.45415
315.47485	465.91992	277.34164	2419.2195	326.31702	459.15637	232.05634	585.2295
177.28944	212.16953	155.13298	267.84003	168.25946	198.60457	125.48761	325.90317
269.7711	188.62773	193.10663	178.88728	255.64998	191.70169	228.53934	205.96689
192.63515	147.47664	143.68327	157.00792	200.83104	141.98828	110.4193	151.94405
484.74573	339.9348	368.83514	429.4154	538.6001	429.62137	382.97522	489.21057
179.28473	105.16148	126.72196	159.51617	197.56602	117.73994	155.15236	197.23795
162.39082	112.20592	103.0638	180.74432	250.32059	161.51805	154.55667	278.91547
63.36578	37.48302	41.23643	72.21053	99.61477	59.74111	41.09777	52.94095
207.19829	123.68034	157.54736	193.58672	231.97385	140.50987	182.55852	199.53893
91.15893	52.14475	87.58336	89.63515	134.16266	63.64427	58.82415	71.49923
1650.381	1068.3181	774.4231	1294.9506	2236.985	1520.7151	1885.8119	3098.1877
506.77554	300.7755	274.26096	422.7096	453.20337	247.08932	283.30716	463.85428
339.8897	175.36168	191.43204	258.38116	408.85724	202.6695	278.09726	364.10803
223.80302	100.03884	135.98192	188.7581	223.81633	94.54601	151.38074	206.14407
152.34856	76.63406	100.64209	143.1057	173.8882	77.57719	107.94733	143.93843
465.4254	350.19556	341.5256	389.4614	498.63657	401.40073	476.7125	522.00134
963.5799	482.97256	529.8643	827.3928	1027.6426	554.19055	861.66284	1204.5967
358.24557	185.76616	252.63861	301.0973	399.1025	217.09091	324.62244	417.4539
311.80472	172.05266	217.21434	129.34644	386.29578	224.48677	296.3379	188.00687
169.7834	56.92662	99.18214	123.05096	254.90723	81.09549	121.89751	146.65533
107.33424	67.5108	83.52346	78.81585	197.30972	74.28474	64.99134	69.38071
263.88995	147.3275	173.26875	189.03111	330.48926	118.64108	178.50246	197.47179
1177.9315	696.3456	800.7942	995.183	1374.2356	773.35736	891.9239	1055.1746
334.44537	186.55774	200.91573	244.02386	348.50076	193.69016	247.61116	261.34744
2301.3638	1104.7461	1414.1979	1544.0955	3833.704	1976.9537	3254.7307	3506.428
237.09673	118.7134	142.15262	184.96753	330.9773	174.24506	228.39801	298.68298
151.05199	62.19989	95.5782	136.4239	248.24129	106.11119	209.63155	240.32677
266.36047	222.81862	161.22255	201.85915	310.61008	245.65926	192.4566	238.92354
293.84738	172.51704	214.84102	258.8368	362.60748	195.03265	225.61491	282.1461
341.93457	212.2087	229.57155	282.8957	383.5293	237.684	335.0168	378.77658
45.93253	23.33764	67.88271	69.64668	64.67056	36.53616	39.60588	53.83115
1188.8315	598.09534	1157.6602	1060.7653	1598.9519	738.8729	1044.8002	992.44025
191.58762	114.79896	201.91798	162.66211	289.08948	149.94838	193.65785	182.30917
761.2003	436.25644	632.9695	563.1844	980.38025	620.2472	1161.2466	1013.47766
130.53883	102.75677	163.21185	199.5244	146.13531	119.57236	124.73044	154.3326
140.45955	82.82358	165.86356	147.91791	162.52878	111.14774	147.01222	118.33012
711.07367	489.60184	491.1777	495.95648	890.59143	453.05508	716.5168	682.1969
410.5396	420.14175	225.06168	529.1401	397.08838	511.35837	203.86996	528.40515
24.61645	11.03708	17.24798	3.49989	68.90559	10.99979	10.62689	9.07811
271.3213	185.72495	190.06296	274.127	46.32166	34.15522	21.39495	43.26615
85.7635	173.21503	107.47453	108.7166	32.17389	65.04617	82.38223	69.05069
11797.824	9507.927	5168.0312	10004.901	7863.0996	7571.527	8847.052	14960.649
380.8711	310.52112	329.0942	451.24948	322.27612	300.14273	236.16241	408.32742
2234.3867	2324.461	1046.1829	2876.7185	1738.4255	2316.5796	1654.5914	5071.115
52.02932	28.94246	82.05379	115.29599	79.90057	52.36856	33.20698	94.59744
141.51146	92.54865	100.03003	170.26175	107.9831	69.58672	83.20654	137.65186
66.7316	40.61781	78.29992	86.16708	123.3541	56.88837	50.26061	68.80625
168.16525	93.93406	150.40396	195.35725	205.83391	133.46318	190.17996	246.74586
2071.3647	1361.8937	1030.271	2029.8777	3223.8733	2509.3462	2696.9072	5025.5596
884.26495	510.91235	421.60272	824.81726	1293.221	839.9098	1096.8785	2161.3442
428.22238	283.9092	351.43008	355.24246	450.0461	335.92468	449.1799	509.551
7797.795	5453.927	3401.7236	5979.571	7576.864	5958.6675	7270.165	11953.88
505.4589	368.9232	418.80328	489.1571	577.8643	406.2771	633.10767	723.6826
2294.6921	1353.1672	1062.6865	1972.2372	2362.9077	1563.5784	1824.2899	3239.4146
779.63574	408.73282	504.5087	707.5617	650.03973	366.99625	516.69574	733.12067
1998.2173	1054.1041	1312.2655	1844.1348	2723.2805	1696.7133	2386.8286	3248.5356
38.24152	3.16343	84.40195	74.92828	58.65637	48.31461	38.40025	45.01564
109.36563	56.71003	111.60946	104.29556	156.1932	99.10259	110.14826	142.91838
479.28903	222.30338	397.78525	466.27002	405.60922	181.00438	268.04462	321.18546
293.5048	117.73044	264.25156	295.93887	260.36197	108.63672	173.82991	197.10661
9.9917	3.72125	38.46705	39.24154	61.03025	23.244	2.9501	4.42902
72.57948	44.83463	116.30841	119.40292	150.38858	89.04002	79.80973	67.5774
740.85956	3.6709	29.0875	29.59478	332.19778	9.17944	7.76728	13.91282
6763.4053	3848.2302	4318.955	4836.3276	7398.806	4402.8477	8237.27	8528.079
61.79535	22.79045	93.60159	95.10808	123.21524	60.3047	83.36021	117.22912
2535.776	1331.1124	1673.8099	1847.0122	3831.2722	2114.1963	3649.5518	3837.095
163.88608	79.95694	129.85617	179.13734	235.2455	127.30968	151.98424	192.93608
3030.884	1547.4575	1664.495	1536.0736	3573.0369	1926.7258	3692.6313	3074.221
14.20554	7.01041	30.60329	60.71716	65.86066	15.33878	18.71931	29.07309
602.7725	265.6771	405.62735	408.25156	660.0268	297.01242	612.23804	593.9594
782.8552	353.1636	521.7898	480.3791	794.03094	378.13498	756.42426	658.78534
3838.5261	1728.5669	3503.5833	3156.7112	6391.026	2972.1536	5484.758	4981.5825
366.5134	139.0986	323.49512	331.68918	694.83673	172.68336	361.96677	358.18805
8196.039	4167.768	7085.8877	6175.8726	9804.178	5149.3364	10442.634	9075.078
106.76752	62.48153	111.27808	163.60454	179.17744	70.38131	164.20338	132.05794
923.3291	495.94568	863.6217	566.21356	1106.5719	603.2737	1406.5928	846.8297
246.95831	126.67076	239.73853	183.96513	270.84476	148.88199	393.72705	235.37721
1203.877	954.6523	1432.4033	2317.3018	2676.6812	2510.4575	733.8656	1134.8093
45.75364	45.85978	47.25836	75.62862	110.23558	77.57224	57.88884	71.80175
3221.7808	3509.6855	1398.9167	4087.3882	3200.8855	4170.22	2134.3604	5975
198.22365	155.86694	138.42525	174.59004	223.54163	168.40462	148.57954	188.35437
1751.3993	1942.2844	845.6593	2661.4338	1803.1808	2502.1418	1135.084	3590.1604
1020.22797	927.93787	439.34512	1174.5758	1540.3896	1654.188	1155.796	2929.0845
169.97023	135.5852	125.84883	201.09546	196.44312	156.22214	117.96695	262.1702
120.47996	76.16942	116.95722	318.1973	108.37099	83.29726	82.86249	187.44933
360.33163	292.99567	162.22316	949.215	364.60757	324.32944	270.63754	659.4085
528.90686	430.16406	281.7876	556.33606	561.32263	473.6096	421.2496	784.21124
685.3442	424.3904	399.71265	807.673	556.29865	388.12653	320.59338	614.8822
69.08602	38.11507	49.79124	68.86419	88.66904	38.25267	347.7876	76.54351
281.61243	173.87558	182.75179	221.0395	305.34402	195.77408	239.30096	331.43253
889.42194	492.09155	472.17215	769.8076	1150.9628	703.312	776.0962	1314.999
102.48099	43.03862	68.32262	79.73064	162.44054	79.93536	88.87999	92.14539
270.0124	140.03357	155.89958	264.3409	315.12216	153.9526	183.55411	273.1187
330.00586	202.85461	229.20436	320.83075	393.8755	231.98607	278.003	387.4965
500.49448	275.03625	297.5051	416.95993	763.5193	444.3854	524.6826	730.33124
181.22453	117.8894	121.67157	147.26175	208.77478	141.75133	137.28934	185.26263
102.16009	42.34317	56.92025	81.72118	160.0095	81.79597	105.26978	161.0217
2648.2073	1139.1697	1314.7781	1768.3495	2155.6023	1112.4978	1875.2262	2453.0342
108.65465	53.1419	86.29987	78.3387	149.33685	63.99391	96.74717	91.10635
199.6276	76.73582	116.81462	151.7626	176.64139	77.95746	114.69435	137.96739
62.87554	26.29157	49.44587	50.37336	76.95664	34.90382	39.7101	55.05086
56.53746	12.26474	49.97858	54.68394	82.45864	19.08724	43.05983	50.35667
3162.94	1415.5896	2279.218	2633.878	3501.6418	1602.8079	2356.5015	2722.9016
83.26988	27.60209	62.69438	78.52161	170.827	64.98429	100.68771	115.15556
179.0114	92.50548	430.77377	112.93925	219.21904	119.43066	280.26297	196.22191
129.91055	57.94788	74.76528	97.8438	156.73965	51.8267	129.00247	181.4619
107.57542	42.45433	87.63831	87.20379	149.40073	62.97925	62.87171	77.58305
148.40112	62.76596	88.67555	83.10368	138.32732	64.23347	119.99471	119.91003
45.63377	26.26938	57.78605	42.91124	53.07175	29.5115	27.52713	34.23942
365.1509	166.12689	249.11714	221.48495	390.83224	170.16833	342.15512	296.65793
299.57812	154.31526	205.32501	185.43535	270.50043	105.57017	233.14023	198.6467
1224.9637	557.3101	899.1854	724.9919	1398.1329	686.1492	1319.4716	1029.2504
46.86837	19.51201	64.00399	67.96933	67.45805	44.3254	69.22022	46.57218
714.65247	327.78232	583.30286	442.38977	642.36127	312.39322	711.91156	475.27744
2790.3174	1372.1298	2253.356	1385.4812	2558.539	1341.6803	2914.295	1826.4843
307.29745	117.24712	310.32663	273.59003	337.29047	146.78848	375.67676	231.45764
660.5619	286.1167	441.2814	374.28976	797.26843	348.33426	787.26807	615.16174
69.73572	57.33396	111.65081	69.37283	80.63885	73.76147	44.75918	92.27691
622.5535	945.7851	266.71326	1156.5836	634.81946	1152.076	365.31992	1631.6796
138.69693	172.9462	68.45475	267.867	148.40237	218.4365	64.06849	262.67236
53.88286	52.37419	51.26595	67.4228	67.12021	74.50131	47.53532	103.77685
31.04861	30.88859	85.67152	51.61529	35.86409	44.44602	24.24112	42.20738
316.10403	310.2556	137.63602	405.7867	312.8427	343.4218	202.72293	613.565
88.9357	91.82265	110.79391	123.56749	91.06858	106.02245	57.0424	133.41075
37.57322	55.1236	77.60278	25.4966	20.94957	71.33995	21.34437	36.29963
458.97858	353.72565	203.39838	2367.044	410.30264	368.50076	279.45297	902.02185
33.0951	17.81512	25.28985	31.44072	32.86095	25.04985	25.6039	54.94893
291.86612	216.70755	158.21268	320.55383	352.99634	283.54907	178.84546	362.0724
72.09377	33.15769	33.11458	67.94418	69.88924	41.19151	40.76043	55.2885
74.65794	36.27771	54.2415	62.0934	89.90829	54.03942	52.45677	76.53586
3896.2585	2469.7683	1801.7708	3425.2195	3786.3687	2661.3826	2782.875	4999.739
169.09923	83.39285	285.62717	153.79199	209.91751	1056.2594	349.13412	237.57559
60.23127	21.03345	67.49994	67.02704	111.61436	65.79108	43.17352	60.55186
43.49571	13.77664	37.4621	35.31178	53.30188	22.35012	30.577	46.47001
283.7789	142.90926	171.22803	195.3419	338.36584	188.81044	253.21585	324.9319
56.78642	12.39266	31.73248	49.8513	52.95449	27.77315	31.68482	51.04848
1047.2549	509.18588	613.77014	845.8565	970.4341	512.7898	697.11084	962.06757
4111.223	1887.9989	2380.1243	3091.4294	2375.1462	1344.7799	1669.3195	2135.1833
188.51495	77.86202	338.7993	166.82428	157.5603	68.21622	211.38747	130.93314
1111.4487	479.8913	596.21533	747.39526	772.36536	370.79156	573.02856	710.0997
995.707	449.72235	538.5209	651.54144	1062.0508	537.88495	791.35846	952.13934
127.84908	57.88924	85.27695	107.33445	125.65984	49.24895	78.00667	77.66076
393.23285	210.11664	291.113	265.1393	481.38947	191.94684	250.24475	294.23523
136.99287	57.25267	103.131	120.34365	211.90303	74.88913	139.66992	160.1208
361.59158	151.78671	275.63947	318.22647	399.57068	173.18436	243.86795	285.7253
565.50024	228.0171	371.11295	382.2954	409.8884	160.12874	306.30676	328.8747
610.5159	248.1499	515.50494	500.23694	595.146	224.39307	326.4091	332.52118
41.96446	28.75725	53.22955	41.1457	63.76329	40.04631	50.48001	51.72154
271.22263	94.9719	157.75687	124.33971	210.5844	83.05303	183.75482	149.68185
2113.5544	928.3318	1513.8214	1288.2559	2616.9028	1106.5333	2189.033	1872.6746
65.68517	33.66137	72.39406	228.97714	124.30054	64.3842	58.41942	245.2797
239.00134	83.60771	166.3607	175.76184	248.98376	109.07728	222.3071	197.83234
234.077	77.01088	175.05264	147.96507	261.0206	102.699	240.27327	179.84244
66.35689	24.17936	53.50626	61.0988	153.92911	46.3824	78.83446	70.62256
10.84242	4.34512	23.57406	36.04055	26.75527	22.52155	27.77943	4.50952
1214.632	564.2987	1008.33716	696.0917	1351.8285	671.2246	1562.0154	980.3571
358.89362	220.5004	334.19797	220.59103	393.8093	249.32419	536.84485	354.6133
735.37317	1258.1128	268.91074	1234.9231	683.08636	1439.3741	476.90228	2103.7292
341.45895	481.88098	155.51166	705.48	375.15103	677.5846	158.36075	702.74036
301.16678	418.91824	135.89058	506.5453	304.531	493.14062	188.59004	756.547
339.12143	454.88486	142.95352	514.40204	354.71512	552.90826	230.77339	866.9302
1783.6013	2001.7	905.30597	2707.4321	1709.5071	2348.9402	994.56854	3005.0776
140.47594	91.71332	135.92276	170.82567	174.53487	109.83968	80.9251	168.52745
703.88	612.3452	346.89664	786.2261	489.30237	500.86014	369.45776	815.37897
1480.7336	1242.2863	924.26636	1993.546	2048.9941	2059.8745	1071.9436	2827.4336
103.61214	47.87302	77.2993	73.59846	116.43818	52.65016	40.88887	62.96309
97.44055	81.60181	83.64709	112.8254	95.74744	106.20287	113.34805	150.71124
1283.6732	983.3118	558.1811	1141.0394	1371.1667	1253.7927	946.29877	1803.6938
209.15454	139.33282	122.15366	195.79398	234.99968	144.0074	154.1593	285.40546
17.24618	20.83491	24.04516	24.4723	33.11173	36.53444	17.27653	32.28997
1515.798	891.84406	725.66205	1302.9939	1496.575	970.0368	1184.0685	1980.4457
305.94748	186.86786	180.69878	269.04974	311.82324	209.50969	201.64244	279.35416
1351.0446	707.02594	684.21576	1053.6172	1553.2971	881.6579	1222.9844	1778.2251
30.31233	18.82765	32.45022	28.53011	56.78806	36.8965	33.13665	36.82029
147.72868	78.33031	107.84973	126.96236	158.3245	91.22363	128.37234	130.843
33.87244	19.4691	37.19579	23.4689	37.54951	27.23795	33.76936	32.31561
78.23111	49.26765	61.25789	69.82444	114.355	57.6239	60.22454	78.69953
27.32888	8.13889	22.59087	36.41244	39.2554	2.06995	19.36298	31.25867
62.87329	33.50593	45.99682	42.49165	84.24245	35.33479	63.48295	72.00512
170.36111	72.75556	108.81627	144.23059	209.32875	98.97525	124.05968	136.3904
168.28555	75.94053	122.96799	135.3446	227.50375	96.5126	152.47888	169.32315
41.97691	15.58265	38.46888	27.78506	50.76118	24.17764	34.85967	45.91402
84.12424	62.18689	56.57231	61.09967	108.51315	65.58589	66.653	87.51469
43.63987	30.13379	18.95891	33.86456	33.73362	18.69799	33.18433	47.74236
61.61475	33.44722	33.64326	46.05586	64.27652	44.76304	51.01239	56.99023
4889.9443	2574.918	2784.6763	2908.823	5663.164	3078.964	5392.977	5594.833
1320.4122	664.63995	885.45825	920.37537	2389.0652	1155.7609	1716.4967	1842.6711
121.02193	99.8861	88.97945	104.57119	184.90508	123.49397	70.71246	104.98386
130.6387	116.22129	93.50922	92.33137	157.23083	141.45976	69.22939	100.34232
34.05824	13.62397	17.05191	25.77534	55.54533	24.88223	31.15628	37.33235
1122.8505	502.6734	944.7604	804.0209	1843.2167	805.39825	1297.415	1104.9368
179.55801	100.52334	114.73354	139.68602	337.39804	186.51834	294.92203	260.9605
21.34622	22.64207	23.71952	30.16998	33.60188	24.24654	36.30005	22.85023
184.973	102.37183	173.58159	108.24238	207.56381	125.99657	231.29974	171.54216
1411.129	726.92865	1018.7484	785.86993	1764.8447	964.08185	1917.0104	1451.3538
77.92345	65.01295	68.92206	123.88434	108.12776	55.91503	83.34006	78.79708
438.4181	234.48643	382.00006	230.88382	389.3471	211.67119	479.30984	298.20496
214.71904	303.668	119.686	362.7689	220.87866	420.5203	124.7478	416.90967
21.111	26.79305	37.73538	44.43747	21.60284	19.01814	18.10016	51.51284
57.0988	86.26111	37.53404	68.05775	130.22678	86.91161	42.95276	93.68761
109.90339	136.30331	51.25107	142.92369	97.72225	114.23124	64.42818	169.42941
900.65106	990.16437	387.97992	1068.5194	1154.7773	1394.022	629.4251	1683.2147
60.66466	54.02685	63.32703	58.92909	69.51807	70.47285	45.00977	60.47988
106.97969	80.50541	45.55326	96.46681	112.17746	106.78642	76.45934	170.75201
97.12162	60.40036	69.21983	76.98308	98.58179	80.3961	47.35201	82.16208
441.11053	320.81873	262.42734	379.36923	589.5841	476.20486	400.74777	658.18915
607.34827	402.77792	293.5405	575.9502	698.9528	559.3749	507.09134	894.77277
38.48498	29.54816	16.81655	36.0554	62.23565	35.50253	22.62249	51.43451
110.96984	75.98192	60.23407	99.18896	116.50985	90.94312	99.049	169.35202
9.37186	9.07768	14.18277	12.07342	11.8286	17.65793	11.74409	29.68316
68.94053	36.03105	36.96865	58.54581	66.96218	48.36491	48.28413	68.53286
40.56887	31.78	32.97388	40.76744	43.8884	29.27176	40.96501	39.85903
21.90076	28.41862	32.29529	40.80043	40.14729	19.75057	36.40874	25.58805
121.10883	81.78629	99.01672	137.49452	189.33533	106.8271	138.9638	159.16797
16.48255	12.22163	15.76455	14.6449	8.2214	10.80526	11.32993	18.39209
237.64058	126.05089	130.28325	169.23235	247.80563	144.69295	181.62016	245.86667
68.30882	44.67024	43.32601	45.10323	106.87181	38.51205	49.74562	72.37179
55.99663	37.99335	44.08436	52.49086	81.17185	38.48998	39.53022	51.36344
123.2068	74.83922	78.47596	93.08919	133.89302	86.92504	98.34917	119.80748
418.21518	217.49234	275.93057	332.46725	537.53	300.21255	378.766	463.1737
223.43506	96.65887	143.54512	168.39394	180.00838	85.23129	133.55026	160.17819
604.052	290.64862	428.81992	484.51474	870.6837	433.5777	607.89124	732.8155
135.9634	65.09301	96.48972	114.40185	153.37692	63.2072	104.41393	135.81653
53.49619	45.78659	258.28873	120.13351	744.4977	711.10956	56.49556	54.35553
13.02832	8.47512	14.39825	17.67589	50.43002	38.00252	15.87996	16.55732
13.37372	10.22399	2.5285	15.75758	16.1179	17.31487	16.46015	17.77916
124.313	67.03294	69.91861	71.38681	143.09454	57.88716	95.2914	105.4783
353.35184	182.81255	210.83536	223.69711	481.45374	253.88057	342.97247	411.23663
16.63238	28.36952	398.53516	19.52973	27.35196	18.62087	62.25539	39.15644
75.8769	43.55421	44.06607	61.96918	127.91118	55.59721	90.61082	108.06779
153.95279	77.12325	130.73314	132.23944	239.55327	115.81828	154.51047	162.72722
72.86034	47.25192	48.34841	58.22741	71.73537	51.38632	57.37369	68.78902
186.89346	100.90569	114.37664	117.69517	226.44847	131.42236	213.32986	206.47838
118.84751	53.6766	81.34431	81.59641	161.43483	72.25191	133.30753	106.5742
17.58848	18.6112	63.64964	26.1804	45.91374	28.57442	44.5268	26.91346
256.60773	135.07233	208.80862	184.37317	324.69318	168.54417	380.43246	272.82437
1831.6853	1211.8939	1447.1823	1205.9576	2254.1982	1505.9373	2631.036	2226.4102
232.67535	301.1395	98.25951	304.64777	226.18007	380.21924	153.0614	497.92313
12.36491	15.8823	13.22765	28.87255	24.46911	25.86558	6.25733	42.8073
28.35702	42.48587	24.5589	37.96196	34.03463	43.12483	15.48479	38.68081
231.76123	244.74123	106.96141	262.72174	276.1281	324.07602	157.90881	384.5396
87.10521	74.16795	55.61624	76.9136	82.92084	77.07463	70.12485	119.18179
168.65807	172.70203	81.11176	173.92279	166.58017	186.07536	101.89168	223.59447
32.37008	27.32206	19.60047	28.60928	31.52715	19.44522	18.33748	39.66884
6.60029	16.34148	17.79924	22.29045	27.07034	25.25083	11.32054	29.02674
247.40639	177.82709	167.71974	242.50087	241.5851	194.29929	150.52599	263.05093
557.1761	373.44287	292.99884	442.9901	740.7437	537.2552	503.55084	800.67975
4426.7617	3015.5134	2196.0977	3109.1208	3607.706	2817.242	3007.2122	4043.8054
9.68106	11.55332	18.13206	25.64174	16.9969	22.2651	9.8818	37.66758
92.46007	70.83232	58.0283	99.85908	105.33471	70.12788	68.78433	113.66673
545.43115	363.43234	271.53232	427.27805	856.1145	580.6926	658.93146	1035.9163
113.95374	64.57111	72.26734	114.58109	135.0389	74.48728	96.92773	152.23776
12.38775	13.62628	16.18701	12.95025	17.49844	8.21959	20.71823	12.60094
1112.341	622.72473	639.52026	927.7124	1627.9169	998.833	1235.3367	1760.4929
218.42221	116.03481	184.2248	198.1633	232.0707	134.64462	175.22192	237.21475
41.96505	30.15674	43.12486	39.36517	62.95111	65.07703	45.76261	68.17457
5.25742	14.4223	15.33088	15.46125	36.19731	20.14526	21.95257	25.75105
287.46704	166.4193	165.68166	234.13629	303.1111	161.08885	221.67868	298.54788
23.06444	15.33715	16.44883	23.48582	33.3456	22.32982	21.0892	7.26977
