HIV1	HIV2	HIV3	HIV4	Cont1	Cont2	Cont3	Cont4
114.89767	82.81558	77.34303	85.84632	131.84567	87.41618	86.48448	101.52296
421.6321	242.37999	186.70905	321.96094	387.0535	240.44725	216.06567	376.97955
54.82568	29.63164	46.71939	53.04892	78.82987	25.50595	32.58636	63.4012
184.6488	96.3674	75.73484	107.71072	213.93073	115.5155	124.0918	164.93016
66.20803	38.2199	39.73373	38.80524	75.67006	36.30439	59.03661	50.91835
680.49713	355.86957	339.18668	445.8625	1095.7883	572.1907	661.49774	839.5446
79.71593	46.54808	54.8494	57.59111	114.22417	56.70275	52.16805	69.47446
528.9897	274.61008	255.5713	282.361	603.974	295.078	431.94052	467.671
431.94504	326.5649	282.09274	324.26596	506.8657	366.34406	395.39148	419.88675
29.06004	10.87493	19.6688	43.07555	54.33162	16.45425	23.8967	12.09997
861.9767	482.9471	501.8152	475.78833	1195.4966	616.05286	1024.4447	930.02106
2407.7932	1184.5536	1401.3845	1328.9025	1811.781	871.50885	1510.4668	1369.4081
1370.3435	573.1748	767.0308	681.84265	1329.8746	599.6068	1136.8928	960.4542
275.54327	70.82721	78.12663	89.44215	264.4198	98.13084	112.57796	125.46861
206.99847	111.6199	141.43294	147.12306	249.70409	134.82446	177.02771	172.21735
1103.0105	440.61807	719.20044	522.7456	1593.751	663.92426	1247.8427	858.8799
93.77113	44.65337	72.75108	94.5089	121.19321	68.16691	89.11812	74.6718
574.8704	217.41684	386.39862	250.8515	690.64014	273.74518	554.3305	324.85385
1341.9414	495.17532	934.153	589.36194	1771.642	700.5787	1457.5294	930.2936
2512.4214	1107.7535	1742.1188	964.2281	4483.128	2155.686	4003.5164	2241.287
121.61017	82.10483	125.31528	87.38354	149.71794	99.79444	145.68292	88.0206
268.64716	98.46073	199.94788	113.25655	266.9891	116.86186	296.16064	133.31354
334.9975	133.25851	282.28467	128.95193	399.4349	163.07484	375.83707	169.05103
106.60796	99.32099	111.3532	93.43984	126.59098	111.67815	106.68643	100.29914
461.58487	292.63498	330.81604	281.05634	569.4662	327.36658	448.32568	361.10034
17.76256	20.8903	19.63168	16.6586	13.67775	48.14208	18.2869	16.77538
51.41529	74.55393	24.73833	37.44132	50.89933	140.59132	32.59144	59.31916
40.19027	64.98639	6.95364	74.69318	45.21778	82.92805	11.44183	92.09254
397.3518	576.2626	131.59633	618.7685	435.0007	816.47565	216.18651	989.1175
585.5576	725.68805	194.0698	862.34204	528.6739	828.4446	257.9552	1052.3921
25.56794	25.18026	46.78239	34.55717	29.76461	28.33464	38.10816	29.25726
118.51534	112.51315	51.16671	137.39154	141.92772	142.54881	73.5614	220.77321
479.3973	476.65103	225.78224	603.6953	517.7228	570.2548	209.96252	570.7507
475.89008	395.9713	259.04547	486.84387	637.7435	560.99194	280.10553	482.81845
81.73229	61.74614	30.77686	101.12892	102.99265	81.46024	35.06468	102.24505
1004.59625	803.1748	386.9028	1040.7362	1208.4933	1066.7416	535.04553	1354.0164
342.7265	250.58072	152.59047	344.35272	389.67105	320.85538	160.94409	506.94418
338.43655	242.51045	158.75333	312.94644	280.1444	220.44278	129.10007	266.23874
96.00624	48.16887	51.12546	88.78675	120.65318	60.89295	44.32254	125.05502
42.70431	40.46714	22.58055	33.74897	66.35802	91.44798	30.02539	46.36411
355.88574	193.7744	148.27994	235.13148	284.17438	159.78781	156.88028	296.561
807.951	511.01266	373.01254	525.4357	1149.2441	750.7056	763.39124	1174.1448
330.19852	212.2983	165.96817	232.38106	342.86722	240.41884	178.0918	256.89615
737.96155	444.03195	370.0636	533.0242	947.6636	571.10254	546.52094	741.81165
238.0206	118.23592	112.43493	144.20868	213.68423	107.53191	133.7462	152.48097
1002.28625	530.92975	485.54895	628.68555	1204.6912	624.99725	722.91394	911.3846
328.67938	226.97514	201.37071	241.08815	344.6389	234.02806	255.68994	286.34085
1163.8304	621.5375	630.6303	708.12524	1632.2625	846.7045	991.0109	1048.6748
1366.4807	760.31415	857.36346	892.9055	1520.0902	809.2633	1061.1823	1100.9578
117.94233	102.94552	61.62659	81.75487	154.49077	100.34271	80.90816	90.73594
291.95825	140.50377	136.79472	155.34412	420.48193	184.2702	287.44882	271.7529
517.6104	241.93504	322.02347	311.3207	517.99335	219.36977	314.73816	296.30386
173.68375	109.32983	102.48446	134.98138	221.04413	126.99422	154.35678	166.27904
74.67862	53.65588	44.4014	54.51484	73.84535	45.7275	39.17366	57.36287
254.11732	121.54815	154.01758	163.57841	265.5757	136.4831	149.42412	149.78712
366.03516	145.47862	289.08505	165.01132	346.68765	149.69104	256.81332	195.1819
95.03391	28.69643	60.87182	65.51353	116.53421	48.65793	77.27204	44.46204
134.75714	60.00873	112.15989	60.7224	204.96283	83.09033	127.04462	106.95839
159.10663	77.63733	111.73288	79.13826	186.24165	95.75878	137.28728	105.58765
63.46284	14.88136	55.52262	21.29274	80.28902	33.44883	65.3566	37.57931
177.59424	47.90598	142.66968	70.78316	198.79959	71.05598	195.6337	101.32011
643.6614	290.95093	539.1497	218.60205	764.0154	380.21646	1020.18646	430.0474
159.95992	73.80229	128.07219	87.11709	175.24052	123.74121	133.29083	88.31828
350.6063	154.94888	312.29547	154.45956	407.44092	184.47421	487.8989	202.7441
93.87212	46.08143	218.93436	57.73705	102.65025	53.18574	122.93675	50.12432
52.00245	65.6815	36.5438	40.81529	53.76262	103.13831	25.07868	55.91837
793.14984	796.1127	342.5561	632.65814	70.01619	162.37544	25.93469	195.86978
349.18463	478.33127	130.34961	580.4977	365.6961	633.471	170.21371	782.47473
127.66899	191.9536	45.68769	215.49773	125.13442	259.99673	62.17623	303.02087
201.76228	182.27005	104.28704	142.80704	186.48643	209.55527	113.61806	168.74539
80.06666	165.03127	54.01586	142.41302	102.78024	204.57407	46.74058	236.00838
237.70345	59.65527	119.08681	196.94891	212.8212	75.30779	151.7673	235.40038
63.55807	51.62896	67.7532	82.99652	63.92101	58.26611	24.91692	82.85255
108.39721	99.37105	73.40326	117.42224	109.10976	115.79913	52.42544	118.61081
63.1422	40.57435	47.01669	76.60197	83.04524	52.16186	23.8136	82.59763
250.07007	197.10095	145.13504	184.88872	255.99857	211.72876	177.02348	242.97778
28.42884	13.81295	34.15574	28.94268	38.88273	24.3795	8.42314	37.18103
116.8979	63.53146	58.01606	97.68727	109.36823	86.09021	55.03941	131.28256
1257.2694	773.1722	390.9941	951.0754	1089.2065	740.68713	618.97235	1448.3705
591.6351	331.4849	226.49088	460.39505	624.08093	557.3797	361.67654	667.52094
98.65835	50.60055	64.7002	79.81761	110.34565	70.17103	52.4739	79.7188
277.43942	183.42128	173.42673	189.77435	305.28015	191.42468	195.21623	259.6375
566.84937	306.7463	200.22772	336.39374	638.7931	350.74838	387.5093	635.0603
513.2281	315.27356	283.18353	367.61655	526.065	327.13245	356.01285	464.94333
54.6401	23.28674	38.19185	31.61678	75.05067	42.12684	37.10506	40.83734
365.57068	230.82393	229.68613	257.78687	385.19803	237.92863	292.57294	317.1156
100.14125	67.33016	101.11137	70.61581	123.48548	79.05119	70.32288	68.24156
159.36455	108.43399	103.18069	117.76818	188.4685	127.0911	109.01252	128.57132
39.98816	7.47009	38.73256	42.88382	68.62887	23.38318	25.36676	24.49483
1205.428	638.55615	756.59467	775.0953	1753.1328	852.0532	1045.6843	1020.3238
114.6677	83.83256	83.16017	103.89278	148.55617	96.09996	108.25616	115.16384
139.20386	78.45013	70.55632	101.64275	161.78484	74.5401	88.27206	103.60098
460.3797	239.11345	246.14207	263.5118	588.163	295.2178	396.79135	414.4364
107.41042	52.10732	61.95354	78.54461	116.86687	76.74602	62.28107	74.10176
123.96238	82.4592	69.18157	99.31905	142.19363	89.2598	74.19751	122.5697
60.63081	15.57169	13.34926	40.40701	112.37154	31.19109	32.97865	29.47129
836.7089	322.1087	503.3112	317.4486	921.8781	384.24246	928.2034	548.25494
990.3658	433.26163	629.8479	526.6706	866.4538	415.46606	694.8043	562.05707
95.8917	39.33573	82.40324	94.91235	126.0291	64.87991	81.90305	59.28895
46.72691	23.47857	30.35826	24.95409	69.11661	53.83	45.01464	38.31717
69.32604	25.66354	53.10114	36.12723	89.44441	42.5883	70.15032	35.04521
101.25992	60.08532	66.2574	61.57608	105.05492	30.85315	63.41959	17.03145
200.8556	63.56658	121.6205	53.982	300.52545	82.04197	182.43102	77.23452
420.6478	182.08806	355.41553	174.57065	459.51984	192.26091	497.122	207.0871
379.40366	214.04144	372.91348	221.52385	537.663	312.65768	409.43683	190.76985
100.58608	166.80933	59.13174	178.09271	92.89756	188.72397	55.46004	213.79605
229.10669	185.87607	103.90127	203.64491	226.90959	228.29584	175.07088	271.53253
99.24677	160.56798	36.58904	205.69939	102.60139	194.68933	46.78489	251.13803
282.7412	230.36009	157.19514	176.56038	261.97314	290.58386	209.18567	229.37222
122.72743	105.37764	42.73698	116.70523	99.31207	100.53844	46.17668	140.46431
44.38161	40.76694	48.85283	89.1557	44.23615	61.73915	22.97643	88.57526
133.98312	114.07673	54.09079	165.96109	118.26778	137.63785	59.15605	189.61014
143.02522	105.95333	79.83999	138.53908	134.33322	131.36194	62.54129	141.29747
389.0645	358.2026	181.85315	471.08994	411.63217	443.45795	182.60356	521.55194
362.50925	301.79922	164.30247	442.34427	356.78226	320.60297	149.60742	412.57355
133.49312	73.92527	49.37646	108.97124	123.85429	80.34203	46.23891	146.69894
2396.3438	1915.824	877.5681	2248.015	2357.47	1977.7478	1182.3341	2959.9683
135.14244	89.53345	101.26801	127.19746	220.02318	146.10759	131.12184	249.50876
48.70644	26.3971	36.97334	41.55249	65.55666	26.41876	23.58707	41.2433
412.2573	229.06625	158.20001	338.75943	539.0774	341.53812	260.45258	562.4737
568.4735	324.25595	226.04916	400.99048	542.4023	335.29318	326.21207	643.9485
69.21804	23.67373	62.66238	57.46748	84.06349	27.17097	27.5451	64.71867
241.44281	127.43953	130.77042	163.45343	236.96494	108.82494	140.55536	212.31581
0.44462	9.04781	9.08662	11.92272	11.39011	2.63012	7.3966	1.47281
349.12347	197.47838	199.26569	248.6265	377.72006	215.63976	259.1029	344.48428
501.72778	398.7154	342.479	367.58484	536.309	412.61115	495.5458	524.7045
357.47122	182.03056	176.17606	223.90163	242.25716	120.25832	151.84293	192.4115
323.68082	185.93571	237.28102	213.79007	416.34323	238.45924	482.62936	276.52094
336.20673	157.1619	172.58443	184.64986	446.1939	220.97064	331.103	343.28333
1431.2847	697.4526	733.6524	702.23724	2820.7354	1345.4608	2099.1213	2006.329
600.34216	320.2783	349.09503	335.75763	726.2288	371.87973	500.59778	485.21866
404.20273	199.97272	217.74971	222.77147	652.4928	295.8932	417.23233	384.13928
841.4504	367.59805	517.0202	494.75577	877.2959	366.46973	608.9925	555.96515
76.47131	35.14098	40.85041	73.20916	109.26041	47.25328	62.58621	71.78348
1598.8499	659.3289	999.735	653.7404	1067.5697	472.22235	938.2561	619.2291
59.33123	38.82034	138.71863	52.25658	92.59223	50.96238	115.10081	38.31007
102.35431	58.7927	85.89956	78.80191	128.73868	85.32769	94.64819	96.95035
53.6517	34.73372	43.92058	54.50489	66.12648	37.83945	39.27708	30.1445
190.14043	64.30158	290.4677	63.82362	176.54066	72.84365	181.18756	86.37735
168.00966	75.47158	115.81141	75.61534	201.8311	77.58096	168.11404	80.4323
57.94447	29.17351	47.33733	53.95822	76.87927	54.4871	61.49635	25.15225
304.16663	126.91502	293.97217	120.54789	344.6945	152.04115	362.5644	158.6448
116.40141	51.56273	167.97719	70.06377	160.65657	87.06058	165.42628	75.59415
76.36809	15.24959	92.37576	15.5855	77.89948	27.61423	89.96458	27.9884
78.86422	24.25084	89.29574	269.9075	90.13682	36.75559	91.84088	38.23648
182.08891	281.4	75.38509	313.19846	175.4568	354.34503	84.68586	334.65894
31.24299	45.10432	28.1205	77.66331	52.22268	83.90208	15.27588	73.13826
52.82235	89.83262	26.97885	117.42401	51.09704	102.88	22.963	106.75417
88.9997	103.89964	47.88758	106.91552	88.26254	159.68556	31.60951	123.59196
339.4469	395.47217	154.90013	451.92993	295.5196	402.30887	172.71048	469.52777
297.49768	258.33002	119.59769	350.89136	289.93463	322.33182	153.33202	448.6235
174.41219	143.78482	82.46136	139.08232	167.80247	158.88342	96.41364	169.35297
34.10123	25.1215	50.78273	57.18737	40.84521	39.24201	21.63881	43.97284
397.88388	367.96982	152.24297	507.93692	313.21823	363.121	149.7089	568.947
125.05081	83.97543	103.68084	107.10409	110.61633	89.74675	64.94749	141.02382
250.03918	176.919	104.27551	208.79956	224.06895	170.59259	129.58855	289.6963
829.73346	731.78265	328.42752	863.14856	799.1053	836.70624	345.7548	1010.1481
81.14269	55.34593	68.60481	96.86842	107.09934	71.47601	45.03895	86.67993
228.71623	132.50514	123.15657	203.15656	237.9804	162.61787	107.03542	218.98003
4893.7275	3255.5027	2123.9282	3623.613	5038.9927	3583.5112	2954.3599	4988.1777
1037.5892	581.5699	392.63153	746.31104	1069.3876	672.06067	647.64484	1243.8875
306.97913	209.21135	196.85703	193.63445	307.25912	227.55298	223.93723	238.88397
1008.57166	602.93494	414.1483	694.96875	632.186	382.82532	367.5979	587.2435
1031.5754	556.50793	460.89807	659.46655	1245.1663	684.80505	792.74554	1141.9883
299.0117	237.09523	209.01326	234.0916	332.0467	255.01657	274.1233	300.57425
456.98166	267.79163	221.45543	286.67148	531.725	305.55243	439.59186	539.5168
176.41449	118.41441	125.43434	123.42062	204.354	127.2868	121.18838	149.71945
283.9067	175.9079	120.00667	164.94691	329.1373	183.96376	207.93272	250.743
410.77652	215.85435	201.58127	232.20042	403.48355	199.87187	288.728	284.86392
328.45297	217.59367	198.4129	270.0532	449.30075	286.1803	201.37225	244.99121
46.68433	32.02259	32.47385	51.50031	73.49357	35.6428	26.32415	37.29251
358.00323	185.12392	189.39278	197.23987	398.33264	185.84175	306.14996	266.08667
2439.0332	1161.0526	1219.8884	971.07684	2694.6562	1275.9957	2301.3545	1816.451
89.01759	55.87037	44.92645	166.63176	113.37415	71.65178	66.53827	167.14145
394.8388	175.9611	252.24713	196.24289	592.7572	260.6765	444.05652	306.5926
693.3448	390.69547	455.59717	407.43613	728.4958	433.95416	651.75696	570.992
717.0176	304.0803	492.7253	312.10953	820.4276	369.34805	876.3521	475.17386
608.97253	395.46783	432.13205	423.49918	694.18787	486.18378	625.20337	597.4079
765.0401	286.81305	527.3506	265.17303	949.055	400.59402	974.8221	478.76852
299.67688	116.50618	222.93265	133.58061	383.21008	159.9522	360.3267	220.36836
284.63297	156.13715	215.11072	145.13089	330.31915	202.72499	285.79147	210.18996
241.62125	96.26647	214.58606	87.75597	248.79501	130.23364	296.28458	119.04879
711.0635	331.9874	568.73505	284.39215	752.889	389.14767	906.827	415.20605
78.15507	60.88353	91.79702	65.61037	90.36018	59.93654	121.18705	59.17452
5630.2207	3671.7878	3170.6135	2339.511	4379.651	3215.465	4979.6562	3568.9387
224.8298	489.65298	148.35498	626.1736	262.0762	652.0231	109.05355	725.764
63.98503	11.83049	39.19531	88.49388	37.43234	33.38032	35.00393	93.34484
946.198	1053.343	452.9765	1074.5192	857.0219	1111.1309	683.63336	1708.493
172.55243	195.87202	82.07991	237.5617	136.74132	194.18768	71.23856	246.62413
742.20197	1094.9838	262.28506	1242.422	578.06415	1111.8441	288.88757	1943.9008
24.11077	20.14138	48.22408	67.44614	32.12374	65.05839	14.02972	42.23873
590.03174	558.3112	261.417	639.35254	483.63205	580.2258	238.88808	1029.578
21.67915	10.81463	37.13365	18.6672	57.66138	38.9478	14.53953	7.81893
1302.0833	1034.9746	486.4371	1377.7573	1477.8452	1460.5195	740.36755	2034.0371
111.15617	67.36011	107.44576	127.76212	152.60855	129.14998	58.5382	118.60843
1093.8385	830.3843	462.53928	1111.1443	1343.8306	1151.6381	658.71234	1650.6511
31.64287	13.76178	123.79811	54.7388	76.32771	58.33546	42.8624	35.03541
311.6579	210.29227	209.2022	334.33167	259.46887	205.26334	136.82199	267.2825
316.85498	193.94809	203.57489	211.94394	213.36902	151.59311	177.2012	229.10823
6425.5366	4294.4023	2662.033	3830.9084	5232.5674	4029.4377	4676.9624	6447.831
514.0026	305.41113	339.3523	463.67865	533.06506	319.52637	353.0848	530.8558
126.29964	69.47181	120.92098	170.3218	136.70856	87.01266	81.79177	113.87627
989.8583	616.7257	478.81235	775.85034	869.8555	557.24005	583.54285	875.9542
409.8417	222.7864	173.90935	252.66232	456.79132	247.35158	283.11655	407.41745
213.39938	94.90105	129.06187	158.54652	263.602	118.44241	130.54892	151.96953
601.6955	198.03972	280.7973	323.98474	784.9987	254.75293	551.72156	658.77136
238.96614	66.60757	139.1924	114.60198	307.47357	80.0172	116.64342	124.07201
77.24973	13.04132	105.49416	62.94147	142.61472	61.176	44.56967	36.64492
46.1148	10.65559	41.01204	52.72102	48.84707	21.40471	19.63464	22.18576
123.68829	70.97409	100.77892	98.15716	219.82475	115.4153	141.71877	154.95769
186.04645	81.74107	66.03051	114.33407	96.11954	46.6614	46.28703	54.66367
180.04132	88.75693	113.81839	134.68268	147.18301	81.40746	80.59425	86.09478
17.59956	2.62134	34.64841	52.93671	41.04402	22.73849	9.28762	5.25469
55.18555	21.21421	55.63721	71.07684	90.41457	60.47895	29.7717	34.912
933.1128	446.44577	566.91516	401.56088	927.2431	429.59818	823.58514	585.9647
305.22855	144.39546	275.62134	192.71472	380.66074	175.58748	231.12842	147.50195
128.12323	91.54892	108.11075	148.03195	173.51787	138.17207	116.70769	108.89323
53.22047	37.45031	36.29676	36.51905	87.71617	204.27606	52.41333	35.23006
133.52162	47.99659	103.79349	61.93607	172.08066	213.34567	164.40569	78.69465
155.56119	99.04263	128.57286	105.1399	232.6825	150.74083	164.25813	114.18888
1898.3523	603.0223	1718.5276	728.7907	2174.596	761.859	1831.7921	838.4394
7697.669	3572.6477	5547.551	3233.5425	8212.272	4306.071	9516.101	5817.0396
1629.3088	568.045	1424.8885	690.20605	2524.2307	948.3467	2295.5159	1066.7351
2793.183	956.1974	2555.348	1157.2462	3858.1826	1440.8375	3539.3513	1640.2537
89.05189	34.06164	205.78151	85.30574	112.87958	70.93663	218.5017	43.93946
883.4485	1200.5657	292.47488	1244.2638	1080.3107	1915.3708	512.3651	2161.6091
201.57616	286.24033	126.21652	338.31314	276.60593	418.8772	132.10583	516.3587
208.71072	151.2926	145.3589	157.78954	209.72578	195.82942	157.48256	203.70323
4.88161	0.47298	10.98043	42.33227	15.19085	15.1238	7.14208	21.67101
152.85922	147.3831	66.91711	231.82742	113.79688	125.44165	48.36158	162.34361
79.20698	82.57709	40.3869	142.8038	92.90536	119.01237	32.02452	129.09473
230.94202	197.8786	93.44627	273.514	134.82385	159.89394	62.16112	185.86328
124.88218	80.3009	66.98183	120.43053	130.87962	118.04343	52.41684	119.04243
109.28805	74.04097	49.72361	97.48682	105.85808	98.29714	61.30183	157.32059
349.83405	227.61896	143.15776	317.11154	429.83255	343.45898	193.58015	460.44333
753.663	524.35156	269.34912	669.0141	1183.9381	925.24176	607.72034	1669.9738
58.81224	25.61108	51.20268	51.27226	90.25718	62.65771	24.53776	84.18243
225.76805	124.82944	137.22916	134.91096	237.86995	133.88365	120.33345	132.50734
92.68806	48.2822	81.49746	49.8095	99.69739	48.2552	57.45205	78.438
259.38394	126.30466	126.00667	172.21333	206.50557	109.85618	114.37196	191.33247
520.08307	238.70227	263.51523	408.67154	431.0101	231.63135	206.35648	368.85056
30.63965	6.63001	38.00769	30.54821	41.99054	52.87001	18.91939	33.69551
39.35493	10.84892	17.45107	27.59105	47.99548	21.17316	20.36531	18.90345
714.00073	373.85477	288.60406	417.57788	632.1993	312.56653	368.04626	500.78644
215.11108	115.74253	140.03625	141.13158	296.34738	132.2649	120.2641	121.44598
74.58125	21.80115	38.46274	52.82655	72.18147	29.84215	27.19634	39.88605
86.16911	28.0928	49.43681	41.49818	81.29466	31.69083	40.24336	34.64032
18.22166	0.19575	27.95582	15.69141	23.03328	17.71508	23.62491	15.52636
29.34875	1.26778	3.08853	12.90625	28.5412	18.87309	9.69629	18.82953
126.19344	59.38962	114.91349	60.44377	152.04524	74.07967	106.82688	85.21889
633.96497	234.46733	293.34546	310.82874	762.17163	286.7837	397.27106	365.12
203.71364	115.39395	120.94661	121.92103	267.93027	132.729	195.60077	168.91577
524.73395	216.40617	263.63806	225.09492	553.1493	212.24792	445.0216	331.61118
47.62338	0.5255	35.15769	59.10949	128.37196	43.4854	30.90615	26.58407
26.52169	6.01526	15.93866	37.2756	43.2725	22.7088	12.96963	17.88044
136.15953	71.59167	91.86033	81.26202	141.88283	84.60355	79.28	61.445
320.1023	137.9402	254.86852	187.05478	468.2936	208.36353	314.71408	198.4987
133.34238	38.05615	100.51432	76.55413	199.70389	78.5295	183.28473	91.37186
188.78154	59.95795	164.51172	82.92995	258.66098	101.25529	166.40092	92.34172
258.21564	82.18806	206.51254	107.55798	408.6296	148.89796	347.4247	162.23802
286.44162	93.25672	271.91196	138.86151	321.6716	129.98311	249.39056	114.16947
685.1712	232.20831	487.16263	196.64622	770.5644	332.8677	1008.6822	373.2279
109.58183	51.77007	137.55571	71.15643	142.7367	63.26264	114.48204	50.72905
233.7905	73.32521	177.04137	91.50941	274.51883	108.54906	223.00447	126.76395
20.88535	7.28752	36.65608	43.41188	48.36192	20.75259	48.49361	22.71816
42.05607	64.89877	62.79919	96.0387	54.04323	107.46895	9.5077	114.30428
389.22687	588.7279	157.54128	615.0803	370.55215	708.8921	214.83185	877.96576
12.73776	23.13282	30.54207	92.59012	31.52886	59.55934	4.5565	48.60952
629.6514	616.8105	258.66745	563.68097	633.8113	747.69806	370.41125	719.97687
33.76349	40.54202	44.27341	91.92264	45.67932	84.65616	17.50651	95.37785
443.09253	418.29886	203.54434	648.9368	414.60657	508.26715	136.67775	440.93228
169.32324	170.58647	90.91435	198.62184	201.8277	236.99452	104.20852	364.70746
40.09275	26.34629	71.17999	50.72689	45.78581	47.04813	14.3091	50.69597
578.7902	479.04037	212.89246	583.33954	599.3822	610.5334	315.15472	989.8075
36.91213	22.93971	20.84206	49.61478	38.13637	51.93894	25.8694	56.575
39.21276	22.47873	35.43884	73.45208	57.45799	37.42387	24.47274	55.40811
73.89276	38.69234	54.36856	41.11089	84.53478	28.27174	31.69093	57.05231
650.0246	394.1478	251.41902	471.2406	1041.3668	746.185	561.5977	1392.0839
634.845	391.4389	269.11002	473.54987	532.195	348.3504	279.6463	559.1538
1212.0306	670.6791	430.44812	758.12366	1269.1123	745.22565	720.7498	1290.3787
276.37842	155.89188	119.58379	193.82211	248.77594	134.13246	131.94994	212.75595
287.646	132.86905	154.81183	205.19305	450.90457	260.80304	193.57602	309.77185
47.30391	16.96971	26.09974	38.86614	50.65724	67.78195	24.27314	52.49193
180.19817	98.01967	93.33115	142.43329	187.80597	98.47851	97.85394	142.41388
369.00668	420.64496	164.83331	208.927	414.27582	1426.3882	303.248	312.04263
87.44563	41.29274	47.29728	60.14352	99.17429	56.3506	51.66614	63.71126
228.97827	68.29005	112.68855	118.34237	348.86127	114.49005	154.46304	160.61424
204.09642	79.68638	141.7548	131.37297	242.96452	111.11314	140.52367	126.41044
63.29721	45.36737	36.29239	34.42462	83.7026	71.17103	55.15018	48.21788
14.37179	3.51582	12.68692	26.64646	24.18117	27.10209	10.28034	2.67675
703.67554	304.48895	290.99756	307.0132	747.9033	342.68896	518.30023	530.25757
81.04237	31.63405	42.52321	59.03303	78.48075	39.46174	62.28562	44.15283
46.37847	19.89586	28.94876	27.67157	50.96814	14.766	38.29196	25.87108
2076.2598	973.0828	1091.8499	781.7892	2802.153	1278.482	2573.7063	1798.6084
4759.8545	2106.1064	3124.4102	2105.3125	7010.4814	3185.18	5674.582	3979.1125
455.04935	198.71004	301.17862	218.29381	538.5453	262.94656	444.03592	264.5405
568.2905	233.96802	422.05145	258.4467	882.41766	345.65796	711.1467	399.01877
531.118	197.1053	387.99442	226.21791	472.39795	171.96625	414.04175	226.63522
52.30878	19.66803	59.57919	25.87821	71.09732	25.42215	31.01606	17.34347
949.0071	318.46567	647.726	282.76874	987.87054	368.73477	992.1172	435.5177
43.85537	16.67578	97.62696	44.09958	56.75258	32.36831	110.15034	35.5682
871.78674	329.7635	671.71185	310.8373	881.1044	391.8747	935.21924	450.97968
124.60632	27.18723	122.65363	38.64609	158.66675	46.94648	177.96245	56.25015
655.9593	279.98163	471.78082	297.00888	914.5101	453.11963	863.43195	480.90195
21.33948	0.82481	23.06548	28.12712	42.50081	1.62532	29.56116	1.50364
198.65112	300.33612	100.41631	336.70645	186.4374	307.2686	69.23507	298.54843
149.27257	246.20241	60.03368	286.99942	157.55118	308.3882	77.05198	422.3699
68.22242	113.0836	35.56923	168.3308	76.08404	145.51964	16.53657	161.09584
178.47502	263.4385	95.36798	434.4619	457.00424	377.61172	82.82708	375.00226
738.859	840.88586	254.216	1009.3118	1256.0153	1742.4586	653.9219	2387.9373
1306.9215	1393.5253	450.75024	1793.0903	1348.6791	1725.8623	566.4818	2072.92
109.49443	87.63341	81.77553	125.75994	127.55054	149.37056	52.75924	125.17114
156.60309	130.27466	105.22846	191.64702	151.60255	140.67667	55.55459	228.55556
67.45532	36.9329	38.10332	67.91483	73.88824	54.73323	25.93996	84.86201
164.47658	99.8468	82.76862	159.4892	145.05627	112.54419	59.96422	185.55978
44.4989	27.42875	40.35266	57.76616	57.95586	29.86386	21.2265	48.91622
75.05711	59.79289	51.69695	73.15636	94.12671	68.23996	35.97261	105.63352
439.65674	285.18286	199.74773	327.36768	405.41068	308.08493	265.01562	516.66925
4567.241	2856.9595	1703.4904	3401.8982	4185.5713	2979.5283	2449.6948	4700.0825
48.4072	36.96679	53.83354	89.81404	68.03972	70.34316	40.75651	82.86956
600.15314	320.36432	238.22534	8.345	755.162	467.7666	412.2201	11.39455
32.82552	18.69913	53.26421	12.75079	42.82204	57.64549	16.20897	16.88728
1074.8469	541.65753	506.7886	764.3725	1648.4838	936.53735	836.61334	1276.4287
92.70856	82.35962	62.57082	111.46926	116.08343	175.01959	46.21649	113.28212
1289.6237	749.30023	1104.7694	1276.5728	1916.8582	1247.1544	661.92114	761.82935
183.11824	91.01535	111.42165	130.87692	207.27579	113.27138	133.77716	178.68582
1129.2924	491.97348	481.7565	538.0677	1633.7671	458.1187	656.2425	714.7782
249.79008	113.55891	124.61985	121.90456	261.62253	109.39838	174.32399	169.66614
42.05702	35.88923	13.42474	32.58151	47.22276	26.39865	40.19709	29.55116
855.6478	388.16672	419.88272	391.93704	724.44794	338.58923	523.67444	460.1411
147.28087	104.15421	67.73488	104.45598	160.60074	103.39861	94.25404	121.57725
124.25759	82.3372	71.58635	83.77053	139.38734	87.53643	87.3308	81.15461
82.37545	40.81528	115.07029	47.88675	103.73803	34.06542	57.97009	37.15467
59.27747	27.35807	28.00152	42.68838	83.62215	61.05461	63.23867	54.02333
1169.5157	479.48422	823.1637	529.812	1085.6516	433.58102	783.9712	514.4557
51.44643	12.87174	128.87068	46.05116	77.96136	38.61107	92.62527	21.71358
52.71365	18.77872	35.98039	42.28722	74.14	41.80405	66.54956	46.97861
2458.3655	1117.5354	1803.8276	1003.89856	2307.788	1011.18445	1992.7402	1130.4114
856.0346	376.29126	709.5867	365.9685	1188.9021	470.59567	961.07086	515.21924
146.52805	94.85978	110.64082	88.12716	202.64087	153.33588	129.09915	109.89212
3025.1523	1192.801	2279.8171	1048.8883	3452.6516	1487.608	3340.548	1582.8998
231.33691	88.03708	212.71101	176.76306	371.2142	146.52148	250.8016	156.23093
1361.0652	475.9684	949.42896	403.20398	1316.4349	574.05225	1460.7115	641.51624
658.5395	231.00089	503.5064	196.90135	758.3486	326.90665	858.4556	341.88663
4266.5107	1608.4407	3088.6074	1280.8978	6372.9043	3085.0989	7877.278	3363.0618
